"SalePrice","Neighborhood","LotArea","YrBuilt","HouseStyle","Foundation","RoofMatl","Ext1","Heating","Central.Air","TtlBsmtSF","TotRmsAbvGrd","GarageType","Cars","GarageArea","NmbrBRs","YrSold_YYYY","MoSold_MM","SaleDate","id"
161500,"OldTown",5350,1920,"2-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",624,7,"Detachd",1,288,3,2013,5,"2013-05-01",849
76500,"OldTown",3180,1920,"1-Story","Brk/Til","CompShg","Stucco","GasFWA","Yes",816,5,"Detachd",2,361,2,2012,2,"2012-02-01",850
126000,"OldTown",9600,1925,"1.5 Fin","P'Conc","CompShg","VinylSd","GasFWA","Yes",702,6,"Detachd",1,250,3,2013,9,"2013-09-01",851
149000,"OldTown",9600,1910,"2-Story","Brk/Til","CompShg","VinylSd","GasFWA","Yes",677,7,"Detachd",2,720,3,2014,6,"2014-06-01",852
119900,"OldTown",3500,1947,"1.5 Fin","C'Block","CompShg","AsbShng","GasFWA","Yes",720,5,"Detachd",1,240,2,2013,3,"2013-03-01",853
132500,"OldTown",3750,1920,"1-Story","Brk/Til","CompShg","MetalSd","GasFWA","Yes",964,5,"Detachd",1,246,2,2014,7,"2014-07-01",854
300000,"OldTown",9000,1910,"Other","Brk/Til","CompShg","Wd Sdng","GasHWat","No",1374,12,"Detachd",2,374,4,2014,7,"2014-07-01",855
74100,"OldTown",8838,1890,"2-Story","Brk/Til","CompShg","AsbShng","GasFWA","No",140,7,"Detachd",4,1356,2,2013,1,"2013-01-01",856
93800,"OldTown",4409,1920,"Other","C'Block","CompShg","Wd Sdng","GasFWA","Yes",672,7,"None",0,0,3,2013,12,"2013-12-01",857
167500,"OldTown",9600,1928,"2-Story","Brk/Til","CompShg","MetalSd","GasFWA","Yes",689,7,"Detachd",3,704,3,2012,1,"2012-01-01",858
87320,"OldTown",9159,1905,"1.5 Fin","C'Block","CompShg","AsbShng","GasHWat","No",527,8,"Detachd",2,583,2,2014,7,"2014-07-01",859
195000,"OldTown",10800,1914,"Other","Brk/Til","CompShg","Wd Sdng","Other","Yes",866,8,"Detachd",1,320,2,2012,6,"2012-06-01",860
72000,"OldTown",4560,1920,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",777,6,"Detachd",2,400,3,2012,10,"2012-10-01",861
85560,"OldTown",4560,1920,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",777,6,"Detachd",2,400,3,2012,7,"2012-07-01",862
176500,"OldTown",8400,1900,"2-Story","Brk/Til","CompShg","Stucco","GasFWA","Yes",917,8,"Detachd",1,357,3,2013,6,"2013-06-01",863
92000,"OldTown",6380,1910,"Other","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",1148,9,"None",0,0,5,2014,4,"2014-04-01",864
103900,"OldTown",5600,1912,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","No",967,10,"Detachd",2,400,4,2013,5,"2013-05-01",865
94900,"OldTown",3600,1910,"2-Story","C'Block","CompShg","VinylSd","GasFWA","No",684,7,"Detachd",1,216,3,2012,7,"2012-07-01",866
132962,"OldTown",3600,1910,"2-Story","C'Block","CompShg","VinylSd","GasFWA","No",684,7,"Detachd",1,216,3,2012,4,"2012-04-01",867
240000,"OldTown",16350,1921,"1.5 Fin","Brk/Til","CompShg","BrkFace","GasHWat","No",1136,7,"Detachd",2,360,4,2013,5,"2013-05-01",868
140000,"OldTown",13500,1879,"Other","P'Conc","CompShg","Wd Sdng","GasFWA","Yes",819,8,"Attachd",2,576,3,2012,7,"2012-07-01",869
120100,"OldTown",7200,1910,"Other","Brk/Til","CompShg","MetalSd","GasHWat","No",1214,9,"Detachd",2,506,4,2014,9,"2014-09-01",870
155586,"OldTown",7200,1910,"Other","Brk/Til","CompShg","MetalSd","GasHWat","No",1214,9,"Detachd",2,506,4,2014,4,"2014-04-01",871
140000,"OldTown",5940,1922,"2-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",1176,10,"Detachd",2,333,4,2014,3,"2014-03-01",872
65000,"OldTown",9225,1905,"2-Story","P'Conc","CompShg","Wd Sdng","GasHWat","Yes",680,6,"None",0,0,3,2014,5,"2014-05-01",873
133300,"OldTown",11340,1923,"1-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",1200,7,"No Data",0,0,4,2013,6,"2013-06-01",874
199900,"OldTown",13050,1910,"Other","Brk/Til","CompShg","Wd Sdng","Other","Yes",984,10,"Detachd",2,583,5,2013,4,"2013-04-01",875
174000,"OldTown",7407,1957,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",912,6,"Attachd",2,923,2,2013,5,"2013-05-01",876
154000,"OldTown",11340,1908,"Other","C'Block","CompShg","AsbShng","GasFWA","Yes",637,9,"Detachd",2,817,4,2014,1,"2014-01-01",877
145000,"OldTown",11340,1885,"2-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",777,11,"Detachd",2,560,4,2014,5,"2014-05-01",878
67000,"OldTown",7200,1924,"1-Story","P'Conc","CompShg","MetalSd","Other","No",653,4,"Detachd",1,360,2,2013,1,"2013-01-01",879
94800,"OldTown",9000,1890,"2-Story","Brk/Til","CompShg","VinylSd","GasFWA","No",764,8,"None",0,0,3,2012,12,"2012-12-01",880
99600,"OldTown",10800,1865,"2-Story","P'Conc","CompShg","BrkFace","GasFWA","No",612,7,"Detachd",2,370,3,2012,12,"2012-12-01",881
135500,"OldTown",10800,1922,"1.5 Fin","C'Block","CompShg","Stucco","GasFWA","No",1382,9,"None",0,0,4,2012,12,"2012-12-01",882
115000,"OldTown",7200,1915,"1.5 Fin","P'Conc","CompShg","Wd Sdng","GasFWA","No",833,7,"None",0,0,3,2014,2,"2014-02-01",883
132500,"OldTown",7560,1918,"1.5 Fin","C'Block","CompShg","HdBoard","GasFWA","Yes",627,6,"Detachd",1,297,2,2013,3,"2013-03-01",884
128500,"OldTown",8820,1890,"1.5 Fin","Brk/Til","CompShg","VinylSd","GasFWA","Yes",1088,7,"Detachd",2,456,2,2012,10,"2012-10-01",885
128350,"OldTown",9750,1958,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1372,5,"Detachd",2,624,3,2012,6,"2012-06-01",886
112000,"OldTown",10800,1890,"2-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",718,8,"Detachd",2,704,3,2013,12,"2013-12-01",887
217366,"OldTown",10800,1890,"2-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",718,8,"Detachd",2,704,3,2013,7,"2013-07-01",888
151000,"BrkSide",7111,1928,"1-Story","Brk/Til","CompShg","WdShing","GasFWA","Yes",1008,5,"Detachd",1,288,2,2013,10,"2013-10-01",889
111211,"OldTown",20154,1948,"1-Story","C'Block","CompShg","WdShing","GasFWA","Yes",981,5,"Detachd",1,240,2,2012,7,"2012-07-01",890
310000,"BrkSide",28526,1948,"1-Story","Brk/Til","CompShg","Other","GasHWat","Yes",1723,6,"Attachd",2,504,2,2013,10,"2013-10-01",891
127032,"BrkSide",4695,1922,"1.5 Fin","P'Conc","CompShg","MetalSd","GasFWA","No",903,6,"Detachd",1,200,3,2013,7,"2013-07-01",892
142000,"BrkSide",4960,1930,"1.5 Fin","C'Block","CompShg","WdShing","GasFWA","Yes",297,7,"Detachd",1,336,3,2013,11,"2013-11-01",893
138500,"BrkSide",5292,1936,"1-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",882,5,"Detachd",1,160,2,2014,4,"2014-04-01",894
145000,"BrkSide",7425,1945,"1.5 Fin","C'Block","CompShg","Wd Sdng","GasFWA","Yes",672,7,"Attachd",1,252,3,2013,5,"2013-05-01",895
90000,"BrkSide",5720,1955,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1014,6,"Attachd",1,240,3,2012,4,"2012-04-01",896
116000,"BrkSide",9100,1930,"1-Story","Brk/Til","CompShg","VinylSd","GasFWA","Yes",742,4,"Detachd",1,308,2,2014,6,"2014-06-01",897
96000,"BrkSide",9100,1930,"1-Story","Brk/Til","CompShg","VinylSd","GasFWA","Yes",742,4,"Detachd",1,308,2,2012,10,"2012-10-01",898
81248,"BrkSide",8075,1910,"2-Story","Brk/Til","CompShg","VinylSd","GasFWA","No",440,6,"None",0,0,3,2012,7,"2012-07-01",899
129900,"BrkSide",9265,1920,"1-Story","Brk/Til","CompShg","Stucco","GasFWA","No",864,6,"Detachd",3,832,2,2014,6,"2014-06-01",900
166000,"BrkSide",6125,1940,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","Yes",762,8,"Attachd",1,300,4,2012,7,"2012-07-01",901
89000,"BrkSide",6130,1935,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","No",624,6,"Detachd",1,240,3,2013,9,"2013-09-01",902
140000,"BrkSide",5000,1941,"1.5 Fin","C'Block","CompShg","Wd Sdng","GasFWA","Yes",672,6,"Detachd",1,240,3,2014,7,"2014-07-01",903
130000,"BrkSide",5000,1941,"1.5 Fin","C'Block","CompShg","Wd Sdng","GasFWA","Yes",672,6,"Detachd",1,240,3,2012,11,"2012-11-01",904
143500,"BrkSide",6000,1953,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","No",784,5,"Detachd",1,308,2,2014,2,"2014-02-01",905
116000,"BrkSide",6000,1924,"1-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",949,5,"Detachd",2,370,2,2012,8,"2012-08-01",906
139000,"BrkSide",6000,1940,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","Yes",572,6,"Detachd",2,576,3,2013,7,"2013-07-01",907
135500,"BrkSide",6000,1939,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",997,9,"Detachd",2,380,4,2013,2,"2013-02-01",908
154000,"BrkSide",6000,1937,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",825,5,"Detachd",1,672,3,2012,11,"2012-11-01",909
150000,"BrkSide",6000,1941,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",735,6,"Detachd",2,440,3,2014,5,"2014-05-01",910
147500,"BrkSide",6000,1948,"1.5 Fin","C'Block","CompShg","Wd Sdng","GasFWA","Yes",780,6,"Detachd",1,312,3,2013,8,"2013-08-01",911
134500,"BrkSide",6911,1924,"1-Story","P'Conc","CompShg","Wd Sdng","GasFWA","Yes",1145,5,"Detachd",2,440,2,2014,6,"2014-06-01",912
132000,"BrkSide",5520,1920,"1.5 Fin","Brk/Til","CompShg","WdShing","GasFWA","Yes",565,6,"BuiltIn",1,355,3,2013,1,"2013-01-01",913
96000,"BrkSide",3720,1939,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",602,6,"Detachd",1,240,3,2012,6,"2012-06-01",914
144000,"BrkSide",6120,1936,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",897,5,"Detachd",2,576,3,2012,10,"2012-10-01",915
135000,"BrkSide",6240,1916,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",845,7,"Detachd",2,484,4,2014,4,"2014-04-01",916
139800,"BrkSide",6120,1934,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",947,7,"Detachd",1,225,4,2013,5,"2013-05-01",917
122500,"BrkSide",6240,1930,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",966,6,"Detachd",1,230,3,2013,4,"2013-04-01",918
115600,"BrkSide",6120,1935,"1.5 Fin","Brk/Til","CompShg","AsbShng","GasFWA","No",720,6,"Detachd",2,416,2,2013,5,"2013-05-01",919
129000,"BrkSide",6120,1930,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",741,7,"Detachd",1,180,3,2012,1,"2012-01-01",920
154000,"OldTown",6120,1949,"1.5 Fin","C'Block","CompShg","VinylSd","GasFWA","Yes",973,8,"Detachd",2,370,5,2013,5,"2013-05-01",921
77000,"OldTown",6120,1925,"1.5 Fin","P'Conc","CompShg","Wd Sdng","GasFWA","No",884,5,"Detachd",1,294,2,2013,12,"2013-12-01",922
115500,"OldTown",6120,1924,"1-Story","Brk/Til","CompShg","BrkFace","GasFWA","Yes",936,5,"Detachd",1,261,2,2013,9,"2013-09-01",923
117500,"OldTown",6120,1925,"1-Story","Brk/Til","CompShg","MetalSd","GasFWA","Yes",1041,5,"Detachd",2,451,2,2013,5,"2013-05-01",924
102500,"OldTown",6120,1925,"1-Story","Brk/Til","CompShg","BrkFace","GasFWA","Yes",960,5,"Detachd",1,264,2,2013,11,"2013-11-01",925
115000,"OldTown",6240,1928,"1-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","No",1032,5,"Detachd",1,216,2,2014,8,"2014-08-01",926
133250,"BrkSide",6120,1933,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",672,5,"Detachd",1,528,3,2012,10,"2012-10-01",927
134500,"BrkSide",6000,1936,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",949,6,"Detachd",2,360,3,2014,3,"2014-03-01",928
107000,"BrkSide",6000,1925,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",768,7,"Attachd",1,520,3,2012,7,"2012-07-01",929
172796,"BrkSide",10625,1921,"1.5 Fin","P'Conc","CompShg","Stucco","GasFWA","Yes",824,6,"Detachd",2,672,3,2012,3,"2012-03-01",930
140000,"BrkSide",11209,1910,"1-Story","Brk/Til","CompShg","VinylSd","GasHWat","Yes",894,6,"Detachd",1,396,3,2013,7,"2013-07-01",931
121000,"BrkSide",8635,1915,"1-Story","Other","CompShg","VinylSd","GasFWA","Yes",1065,5,"None",0,0,2,2012,12,"2012-12-01",932
95000,"OldTown",6960,1925,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",1170,6,"Detachd",1,440,3,2014,2,"2014-02-01",933
134900,"OldTown",4950,1926,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",901,6,"Detachd",2,572,2,2014,7,"2014-07-01",934
140000,"BrkSide",11672,1925,"1-Story","Brk/Til","CompShg","MetalSd","GasFWA","Yes",816,4,"Detachd",2,480,2,2014,7,"2014-07-01",935
156000,"BrkSide",5709,1919,"Other","Brk/Til","CompShg","Wd Sdng","GasFWA","No",676,6,"None",0,0,3,2014,8,"2014-08-01",936
230000,"BrkSide",13247,1914,"Other","Brk/Til","CompShg","WdShing","Other","No",832,8,"Detachd",2,379,3,2013,7,"2013-07-01",937
120000,"OldTown",12880,1920,"2-Story","C'Block","CompShg","Wd Sdng","GasHWat","No",908,7,"Detachd",2,333,4,2013,12,"2013-12-01",938
103857,"OldTown",17460,1967,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1085,5,"Attachd",2,539,2,2012,9,"2012-09-01",939
183000,"OldTown",12510,1903,"2-Story","Brk/Til","CompShg","VinylSd","GasHWat","No",1001,8,"Detachd",2,636,4,2012,6,"2012-06-01",940
129167,"OldTown",6030,1950,"2-Story","C'Block","CompShg","Plywood","GasFWA","No",972,10,"None",0,0,4,2013,11,"2013-11-01",941
179900,"OldTown",8094,1915,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","Yes",888,9,"Detachd",2,572,4,2013,10,"2013-10-01",942
105000,"OldTown",12720,1908,"2-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",698,7,"Detachd",2,297,3,2013,6,"2013-06-01",943
113000,"OldTown",9940,1920,"Other","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",896,7,"Detachd",2,440,4,2012,1,"2012-01-01",944
166000,"OldTown",5100,1925,"2-Story","P'Conc","CompShg","Stucco","GasFWA","Yes",588,7,"Detachd",1,228,3,2012,6,"2012-06-01",945
187000,"OldTown",9928,1915,"2-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",672,8,"Detachd",1,216,3,2012,7,"2012-07-01",946
134000,"OldTown",5310,1910,"1.5 Fin","C'Block","CompShg","VinylSd","GasFWA","Yes",485,5,"Attachd",1,255,2,2014,6,"2014-06-01",947
52000,"OldTown",4118,1941,"1-Story","C'Block","CompShg","Wd Sdng","Other","No",693,4,"None",0,0,2,2012,8,"2012-08-01",948
164500,"IDOT&RR",7758,1931,"1.5 Fin","P'Conc","CompShg","Stucco","GasFWA","Yes",1040,7,"Detachd",1,240,4,2013,12,"2013-12-01",949
71950,"IDOT&RR",7800,1955,"1-Story","P'Conc","CompShg","MetalSd","GasFWA","No",0,4,"Detachd",1,432,2,2012,4,"2012-04-01",950
119055,"IDOT&RR",6291,1930,"1-Story","Brk/Til","CompShg","Stucco","GasFWA","Yes",768,4,"Detachd",2,440,1,2012,9,"2012-09-01",951
125731,"IDOT&RR",5160,1927,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",1204,4,"Detachd",1,384,3,2013,4,"2013-04-01",952
107000,"IDOT&RR",6960,1910,"2-Story","C'Block","CompShg","Wd Sdng","GasFWA","Yes",596,7,"Detachd",2,492,2,2012,2,"2012-02-01",953
145000,"IDOT&RR",7200,1938,"1.5 Fin","C'Block","CompShg","Wd Sdng","GasFWA","Yes",803,6,"Detachd",1,297,2,2013,5,"2013-05-01",954
110500,"IDOT&RR",6780,1922,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","No",840,6,"Detachd",1,216,3,2012,12,"2012-12-01",955
86625,"IDOT&RR",10320,1914,"2-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",1080,7,"Detachd",1,308,3,2014,5,"2014-05-01",956
127500,"IDOT&RR",10320,1930,"1.5 Fin","Brk/Til","CompShg","Stucco","GasFWA","Yes",1360,6,"Detachd",1,361,6,2014,7,"2014-07-01",957
59434,"IDOT&RR",5400,1939,"1-Story","Brk/Til","CompShg","Wd Sdng","GasFWA","No",595,4,"Detachd",1,280,2,2012,6,"2012-06-01",958
35000,"IDOT&RR",10320,1910,"2-Story","P'Conc","CompShg","Wd Sdng","GasFWA","Yes",656,6,"Detachd",2,324,4,2013,2,"2013-02-01",959
140000,"OldTown",15480,1916,"Other","C'Block","CompShg","MetalSd","GasFWA","No",780,7,"Detachd",3,880,4,2012,3,"2012-03-01",960
1084,"OldTown",6890,1900,"Other","Brk/Til","CompShg","Wd Sdng","Other","No",842,8,"Detachd",1,220,3,2013,3,"2013-03-01",961
108000,"OldTown",5852,1902,"Other","Brk/Til","CompShg","MetalSd","GasFWA","No",1020,9,"None",0,0,6,2012,6,"2012-06-01",962
100500,"OldTown",5586,1920,"1.5 Fin","Brk/Til","CompShg","MetalSd","GasFWA","Yes",901,7,"None",0,0,4,2013,5,"2013-05-01",963
107000,"OldTown",6000,1925,"1.5 Fin","Brk/Til","CompShg","VinylSd","GasFWA","No",816,6,"Detachd",1,215,3,2013,6,"2013-06-01",964
100000,"OldTown",6000,1918,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","No",735,7,"Detachd",1,342,3,2012,2,"2012-02-01",965
143500,"IDOT&RR",10320,1906,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","Yes",756,7,"Detachd",1,216,3,2014,7,"2014-07-01",966
144500,"Sawyer",8250,1968,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",952,5,"Attachd",1,322,3,2013,11,"2013-11-01",967
122000,"Sawyer",16000,1963,"1.5 Fin","C'Block","CompShg","Plywood","GasFWA","Yes",1041,7,"Attachd",2,440,3,2013,4,"2013-04-01",968
241757,"Sawyer",16000,1963,"1.5 Fin","C'Block","CompShg","Plywood","GasFWA","Yes",1041,7,"Attachd",2,440,3,2012,10,"2012-10-01",969
180000,"Sawyer",12888,1937,"2-Story","C'Block","CompShg","Wd Sdng","GasFWA","Yes",832,7,"Attachd",2,498,3,2012,11,"2012-11-01",970
253500,"ClearCr",24090,1940,"2-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",1032,10,"Attachd",1,349,4,2014,7,"2014-07-01",971
45500,"S&W ISU",8875,1922,"2-Story","Brk/Til","CompShg","VinylSd","GasFWA","Yes",504,5,"None",0,0,2,2012,6,"2012-06-01",972
132000,"ClearCr",10632,1917,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",689,6,"Detachd",1,180,3,2013,2,"2013-02-01",973
84500,"Edwards",12787,1910,"1-Story","P'Conc","CompShg","Wd Sdng","GasFWA","Yes",812,5,"None",0,0,2,2014,7,"2014-07-01",974
100100,"Edwards",10800,1916,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","No",743,6,"Detachd",2,348,2,2014,7,"2014-07-01",975
49900,"S&W ISU",9600,1927,"1-Story","P'Conc","CompShg","WdShing","GasFWA","Yes",732,4,"None",0,0,2,2013,12,"2013-12-01",976
158500,"S&W ISU",9600,1900,"2-Story","C'Block","Tar&Grv","MetalSd","GasFWA","No",1369,12,"None",0,0,6,2013,7,"2013-07-01",977
169000,"S&W ISU",5500,2004,"1-Story","P'Conc","CompShg","VinylSd","GasFWA","Yes",1073,4,"Detachd",1,246,2,2013,4,"2013-04-01",978
150000,"S&W ISU",9900,1915,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","No",1212,6,"None",0,0,3,2012,12,"2012-12-01",979
130750,"S&W ISU",6001,1940,"1.5 Fin","C'Block","CompShg","VinylSd","GasFWA","No",600,5,"Detachd",1,231,3,2014,3,"2014-03-01",980
128000,"Edwards",10106,1940,"1.5 Fin","C'Block","CompShg","MetalSd","GasFWA","Yes",918,8,"Detachd",2,672,3,2013,12,"2013-12-01",981
163400,"Sawyer",11235,1963,"S/Foyer","C'Block","CompShg","HdBoard","GasFWA","Yes",981,6,"Detachd",2,440,3,2014,4,"2014-04-01",982
190000,"Sawyer",11235,1964,"S/Foyer","C'Block","CompShg","Wd Sdng","GasFWA","Yes",1494,6,"Attachd",2,858,2,2013,12,"2013-12-01",983
120000,"Sawyer",8400,1963,"1-Story","C'Block","CompShg","MetalSd","GasFWA","Yes",988,5,"Detachd",1,301,3,2013,7,"2013-07-01",984
159900,"Sawyer",12000,1966,"S/Level","C'Block","CompShg","HdBoard","GasFWA","Yes",1020,5,"Attachd",2,440,3,2014,5,"2014-05-01",985
140000,"Sawyer",10778,1968,"1-Story","C'Block","CompShg","HdBoard","GasFWA","No",1768,8,"None",0,0,4,2013,7,"2013-07-01",986
146180,"Sawyer",8414,1963,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1059,6,"Attachd",1,264,3,2013,10,"2013-10-01",987
140000,"Sawyer",8414,1963,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1059,6,"Attachd",1,264,3,2012,2,"2012-02-01",988
141000,"Sawyer",11200,1965,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1040,5,"Detachd",1,384,3,2013,9,"2013-09-01",989
185000,"Sawyer",11184,1978,"2-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",918,7,"Attachd",2,440,3,2013,5,"2013-05-01",990
163000,"Sawyer",11341,1957,"1-Story","C'Block","CompShg","Wd Sdng","GasFWA","Yes",1392,5,"Detachd",2,528,3,2013,5,"2013-05-01",991
121000,"Sawyer",11625,1967,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1052,6,"Attachd",1,668,3,2014,2,"2014-02-01",992
136000,"Sawyer",8400,1965,"1-Story","P'Conc","CompShg","Plywood","GasFWA","Yes",1025,5,"Attachd",1,278,2,2012,6,"2012-06-01",993
78900,"Sawyer",8425,1971,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",768,6,"Detachd",2,576,2,2012,6,"2012-06-01",994
88000,"Sawyer",8425,1971,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",768,6,"Detachd",2,576,2,2012,2,"2012-02-01",995
130000,"Sawyer",7800,1967,"1-Story","P'Conc","CompShg","HdBoard","GasFWA","Yes",864,5,"Attachd",1,288,3,2013,6,"2013-06-01",996
145000,"Sawyer",7832,1968,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",864,4,"Detachd",1,280,2,2014,7,"2014-07-01",997
128500,"Sawyer",8954,1969,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",864,6,"Attachd",1,286,3,2012,7,"2012-07-01",998
123410,"Sawyer",10626,1968,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1008,5,"Attachd",1,288,3,2014,8,"2014-08-01",999
123600,"Sawyer",8885,1968,"1-Story","C'Block","CompShg","VinylSd","GasFWA","Yes",894,5,"Detachd",1,308,3,2012,7,"2012-07-01",1000
156500,"Sawyer",8936,1978,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",1719,8,"None",0,0,4,2013,11,"2013-11-01",1001
159550,"Sawyer",8456,1979,"S/Level","C'Block","CompShg","HdBoard","GasFWA","Yes",960,6,"Detachd",2,624,3,2012,6,"2012-06-01",1002
142000,"Sawyer",8417,1978,"S/Level","C'Block","CompShg","Wd Sdng","GasFWA","Yes",995,6,"Attachd",2,502,3,2014,7,"2014-07-01",1003
120000,"Sawyer",10458,1968,"2-Story","P'Conc","CompShg","MetalSd","GasFWA","Yes",735,7,"Attachd",2,497,3,2013,5,"2013-05-01",1004
169000,"Sawyer",7703,1978,"S/Foyer","C'Block","CompShg","HdBoard","GasFWA","Yes",450,6,"Basment",2,504,3,2013,7,"2013-07-01",1005
170000,"Sawyer",7176,1978,"S/Level","C'Block","CompShg","HdBoard","GasFWA","Yes",960,6,"Detachd",2,616,3,2013,12,"2013-12-01",1006
120000,"Sawyer",9644,1966,"1.5 Fin","C'Block","CompShg","HdBoard","GasFWA","Yes",1131,8,"Detachd",1,352,4,2013,9,"2013-09-01",1007
93000,"Sawyer",9644,1966,"1.5 Fin","C'Block","CompShg","HdBoard","GasFWA","Yes",1131,8,"Detachd",1,352,4,2013,5,"2013-05-01",1008
150300,"Sawyer",9644,1966,"1.5 Fin","C'Block","CompShg","HdBoard","GasFWA","Yes",1131,8,"Detachd",1,352,4,2012,9,"2012-09-01",1009
178000,"Sawyer",43300,1935,"1.5 Fin","Brk/Til","CompShg","Wd Sdng","GasFWA","Yes",848,6,"Attachd",1,264,3,2013,10,"2013-10-01",1010
165000,"Sawyer",8238,1977,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1932,10,"Attachd",2,576,6,2012,1,"2012-01-01",1011
166000,"Sawyer",8010,1989,"S/Level","C'Block","CompShg","HdBoard","GasFWA","Yes",912,6,"Detachd",2,504,3,2012,7,"2012-07-01",1012
141500,"Sawyer",8740,1982,"S/Foyer","C'Block","CompShg","HdBoard","GasFWA","Yes",840,4,"Detachd",2,528,2,2013,12,"2013-12-01",1013
228500,"ClearCr",39259,1974,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1329,5,"Attachd",2,564,2,2012,5,"2012-05-01",1014
305000,"ClearCr",14000,1977,"1-Story","C'Block","CompShg","Plywood","GasFWA","Yes",1650,6,"Attachd",2,692,2,2013,7,"2013-07-01",1015
80000,"Sawyer",7018,1965,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",981,7,"Attachd",1,363,3,2014,1,"2014-01-01",1016
71286,"Sawyer",7018,1965,"1-Story","C'Block","CompShg","HdBoard","GasFWA","Yes",981,7,"Attachd",1,363,3,2013,5,"2013-05-01",1017
112955,"Sawyer",12900,1969,"S/Foyer","C'Block","CompShg","Plywood","GasFWA","Yes",1198,6,"Carport",2,400,0,2012,12,"2012-12-01",1018
99045,"Sawyer",12900,1920,"1-Story","P'Conc","CompShg","BrkFace","GasFWA","Yes",1300,6,"Carport",2,400,3,2012,12,"2012-12-01",1019
